CompoundID,Tags,Name,Formula,Superclass,Class,Subclass,KEGG ID
FT_383.35329_1.214_HNEG,Potential ID (Low Confidence),2-hydroxy Lignoceric Acid,C24 H48 O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohol esters,
FT_311.25785_20.894_RPPOS,Potential ID (Low Confidence),2-hydroxy-8-(2-octylcycloprop-1-en-1-yl)octanoic acid;,C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.25787_20.686_RPPOS,Potential ID (Low Confidence),2-hydroxy-8-(2-octylcycloprop-1-en-1-yl)octanoic acid;,C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.2579_20.189_RPPOS,Potential ID (Low Confidence),2-hydroxy-8-(2-octylcycloprop-1-en-1-yl)octanoic acid;,C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_119.07014_8.226_RPPOS,Potential ID (Low Confidence),2-Hydroxy2-methylbutyricacid,C5H10O3,Lipids and lipid-like molecules,Glycerolipids,,
FT_315.25286_18.267_RPPOS,Potential ID (Low Confidence),2-hydroxyethyl-11-hydroxyhexadec-9-enoate,C18H34O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_299.25788_20.738_RPPOS,Potential ID (Low Confidence),2-Hydroxyoleic acid,C18H34O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_285.24221_20.482_RPPOS,Potential ID (Low Confidence),2-methoxy-6Z-hexadecenoic acid,C17H32O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,
FT_301.17965_19.815_RPPOS,Potential ID (Low Confidence),2-Methoxyestrone,C19H24O3,Lipids and lipid-like molecules,Prenol lipids,,
FT_301.17966_19.921_RPPOS,Potential ID (Low Confidence),2-Methoxyestrone,C19H24O3,Lipids and lipid-like molecules,Prenol lipids,,
FT_301.2372_20.422_RPPOS,Potential ID (Low Confidence),2-methyl-hexadecanedioic acid,C17H32O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_131.03501_2.665_HNEG,Confirmed ID (High confidence); other possible IDs: Glutaric acid,2-Methylsuccinic acid,C5 H8 O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_355.28557_1.162_HNEG,Potential ID (Low Confidence),2-Oleoylglycerol,C21 H40 O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_285.24219_20.573_RPPOS,Not in Internal DB. MS/MS match only,"2,3-dihydroxypropyl 12-methyltridecanoate",C17H34O4,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,
FT_327.21794_1.262_HNEG,Potential ID (Low Confidence),"2,3-dinor-8-epi-prostaglandin F1alpha",C18 H32 O5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_193.15851_20.919_RPPOS,Potential ID (Low Confidence),"2,4,7-tridecatrienal",C13H20O,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,
FT_269.13818_17.185_RPPOS,Potential ID (Low Confidence),"2,6-dihydroxy-4-[(2R)-2-hydroxyheptyl]benzoic acid",C14H20O5,Lipids and lipid-like molecules,,,
FT_269.13818_17.249_RPPOS,Potential ID (Low Confidence),"2,6-dihydroxy-4-[(2R)-2-hydroxyheptyl]benzoic acid",C14H20O5,Lipids and lipid-like molecules,,,
FT_203.12765_14.257_RPPOS,Potential ID (Low Confidence),"2,6-Dimethyl-1,8-octanedioic acid",C10H18O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_219.21055_20.626_RPPOS,Potential ID (Low Confidence),"2,6,10-Trimethyl-(E,E)-2,6,10,12-tridecatetraene",C16H26,Lipids and lipid-like molecules,Prenol lipids,,
FT_269.08652_1.446_RPPOS,Potential ID (Low Confidence),2(alpha-D-Mannosyl)-D-glycerate,C9H16O9,Lipids and lipid-like molecules,Saccharolipids,,
FT_163.0964_8.663_RPPOS,Potential ID (Low Confidence),2(S)-3′-hydroxybutan-2′-yl 2-hydroxypropanoate,C7H14O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_349.30996_18.566_RPPOS,Potential ID (Low Confidence),"20:3(5Z,9Z,17Z)(11Me,15Me,19Me)",C23H40O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_355.32189_1.127_HNEG,Potential ID (Low Confidence),22-Hydroxydocosanoic acid,C22 H44 O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_339.3256_20.178_RPPOS,Potential ID (Low Confidence),22:1(9Z),C22H42O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_381.33764_1.219_HNEG,Potential ID (Low Confidence),24-hydroxy-10Z-tetracosenoic acid,C24 H46 O3,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",
FT_481.42615_1.117_HNEG,Potential ID (Low Confidence),3-(Tetradecanoyloxy)hexadecanoic acid,C30 H58 O4,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_341.26977_1.172_HNEG,Potential ID (Low Confidence),3-Acetoxystearic acid,C20 H38 O4,Lipids and lipid-like molecules,Fatty Acyls,,
FT_383.27903_20.24_RPPOS,Potential ID (Low Confidence),3-hydroxy-2-(hydroxymethyl)-4-(14-methylhexadecanoyl)-2H-furan-5-one,C22H38O5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_163.05983_1.379_RPPOS,Not in Internal DB. MS/MS match only,3-hydroxy-3-methylpentanedioic acid,C6H10O5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_302.19596_7.903_RPPOS,Potential ID (Low Confidence),3-hydroxy-cis-5-octenoylcarnitine,C15H27NO5,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,
FT_302.19602_7.26_RPPOS,Potential ID (Low Confidence),3-hydroxy-cis-5-octenoylcarnitine,C15H27NO5,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,
FT_302.19608_7.457_RPPOS,Potential ID (Low Confidence),3-hydroxy-cis-5-octenoylcarnitine,C15H27NO5,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,
FT_117.05576_1.853_HNEG,Potential ID (Low Confidence),3-Hydroxyisovaleric acid,C5 H10 O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_287.25789_20.637_RPPOS,Potential ID (Low Confidence),3-hydroxypalmitic acid methyl ester,C17H34O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,
FT_273.20588_19.905_RPPOS,Potential ID (Low Confidence),3-methyl-tetradecanedioic acid,C15H28O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_341.30491_17.712_RPPOS,Potential ID (Low Confidence),3-oxo-heneicosanoic acid,C21H40O3,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,
FT_237.09078_19.129_RPPOS,Potential ID (Low Confidence),"3,4-diphenylfuran-2(5H)-one",C16H12O2,Lipids and lipid-like molecules,,,
FT_191.17927_18.952_RPPOS,Potential ID (Low Confidence),"3,5,7-Trimethyl-2E,4E,6E,8E-undecatetraene",C14H22,Lipids and lipid-like molecules,Prenol lipids,,
FT_191.17928_17.152_RPPOS,Potential ID (Low Confidence),"3,5,7-Trimethyl-2E,4E,6E,8E-undecatetraene",C14H22,Lipids and lipid-like molecules,Prenol lipids,,
FT_191.17928_19.745_RPPOS,Potential ID (Low Confidence),"3,5,7-Trimethyl-2E,4E,6E,8E-undecatetraene",C14H22,Lipids and lipid-like molecules,Prenol lipids,,
FT_191.1793_18.5_RPPOS,Potential ID (Low Confidence),"3,5,7-Trimethyl-2E,4E,6E,8E-undecatetraene",C14H22,Lipids and lipid-like molecules,Prenol lipids,,
FT_191.10652_17.184_RPPOS,Potential ID (Low Confidence),"3,5,7,9,11-dodecapentaenoic acid",C12H14O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_191.10652_17.25_RPPOS,Potential ID (Low Confidence),"3,5,7,9,11-dodecapentaenoic acid",C12H14O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_191.10652_20.365_RPPOS,Potential ID (Low Confidence),"3,5,7,9,11-dodecapentaenoic acid",C12H14O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_191.10653_20.281_RPPOS,Potential ID (Low Confidence),"3,5,7,9,11-dodecapentaenoic acid",C12H14O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_191.10654_17.702_RPPOS,Potential ID (Low Confidence),"3,5,7,9,11-dodecapentaenoic acid",C12H14O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_191.10655_16.958_RPPOS,Potential ID (Low Confidence),"3,5,7,9,11-dodecapentaenoic acid",C12H14O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_433.33246_1.192_HNEG,Potential ID (Low Confidence),"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",C27 H46 O4,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",
FT_489.35719_18.056_RPPOS,Potential ID (Low Confidence),"3beta,6beta,19alpha-trihydroxy-urs-12-en-28-oic acid",C30H48O5,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_489.35721_19.034_RPPOS,Potential ID (Low Confidence),"3beta,6beta,19alpha-trihydroxy-urs-12-en-28-oic acid",C30H48O5,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_355.32054_18.173_RPPOS,Potential ID (Low Confidence),3R-hydroxy-docosan-5S-olide,C22H42O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_437.16073_1.207_HNEG,Potential ID (Low Confidence),"4-Amino-3-hydroxy-2-methyl-29-oxa-1,7,17-triazaoctacyclo[12.12.2.1~2,6~.0~7,28~.0~8,13~.0~15,19~.0~20,27~.0~21,26~]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",C26 H22 N4 O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_383.27905_20.086_RPPOS,Potential ID (Low Confidence),4-O-acetyl hygrophorone A14,C22H38O5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_163.11162_17.204_RPPOS,Potential ID (Low Confidence),"4,10-undecadiynal",C11H14O,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,
FT_330.26372_18.62_RPPOS,Potential ID (Low Confidence),"4,8 dimethylnonanoyl carnitine",C18H35NO4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_237.22111_19.784_RPPOS,Potential ID (Low Confidence),"4E,6E,10Z-Hexadecatrien-1-ol",C16H28O,Lipids and lipid-like molecules,,,
FT_215.16403_15.762_RPPOS,Potential ID (Low Confidence),"4S-Hydroxy-5R-octyl-4,5-dihydro-3H-furan-2-one",C12H22O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_215.16404_15.677_RPPOS,Potential ID (Low Confidence),"4S-Hydroxy-5R-octyl-4,5-dihydro-3H-furan-2-one",C12H22O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_215.16404_17.716_RPPOS,Potential ID (Low Confidence),"4S-Hydroxy-5R-octyl-4,5-dihydro-3H-furan-2-one",C12H22O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_185.11712_14.389_RPPOS,Not in Internal DB. MS/MS match only,"5-(2,5-dihydroxyhexyl)oxolan-2-one",C10H18O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,
FT_305.17595_1.179_HNEG,Potential ID (Low Confidence),"5-[(2E)-3,7-Dimethyl-2,6-octadien-1-yl]-3-methoxy-6-methyl-1,2,4-benzenetriol",C18 H26 O4,Lipids and lipid-like molecules,,,
FT_247.24183_20.521_RPPOS,Potential ID (Low Confidence),"5,7-Diethyl-9-methyl-3E,5E,7E,9E-tridecatetraene",C18H30,Lipids and lipid-like molecules,Prenol lipids,,
FT_247.24183_20.587_RPPOS,Potential ID (Low Confidence),"5,7-Diethyl-9-methyl-3E,5E,7E,9E-tridecatetraene",C18H30,Lipids and lipid-like molecules,Prenol lipids,,
FT_331.24775_17.836_RPPOS,Potential ID (Low Confidence),"5,8,12-Trihydroxy-9-octadecenoic acid",C18H34O5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_291.23167_20.138_RPPOS,Not in Internal DB. MS/MS match only,5α-Dihydrotestosterone,C19H30O2,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,
FT_291.23167_20.211_RPPOS,Not in Internal DB. MS/MS match only,5α-Dihydrotestosterone,C19H30O2,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,
FT_366.22734_18.646_RPPOS,Potential ID (Low Confidence),"5α,12-dihydroxy-1-tremulen-11-yl 2(S)-pyroglutamate",C20H31NO5,Lipids and lipid-like molecules,,,
FT_425.30634_1.062_HNEG,Potential ID (Low Confidence),"5α,6α-epoxy-(22E)-ergosta-8,14, 22-triene-3β,7α-diol",C28 H42 O3,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,
FT_515.33631_18.324_RPPOS,Potential ID (Low Confidence),"5α,8α-peroxydehydrotumulosic acid",C31H46O6,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_281.24734_20.154_RPPOS,Potential ID (Low Confidence),"5Z,12Z-octadecadienoic acid",C18H32O2,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_281.24739_20.895_RPPOS,Potential ID (Low Confidence),"5Z,12Z-octadecadienoic acid",C18H32O2,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_371.25788_20.508_RPPOS,Potential ID (Low Confidence),"6-((8Z,11Z,14Z)-heptadeca-8,11,14-trien-1-yl)salicylic acid",C24H34O3,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,
FT_261.22111_19.058_RPPOS,Potential ID (Low Confidence),6-[1]-ladderane hexanol,C18H28O,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_261.22112_20.495_RPPOS,Potential ID (Low Confidence),6-[1]-ladderane hexanol,C18H28O,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_261.22112_20.543_RPPOS,Potential ID (Low Confidence),6-[1]-ladderane hexanol,C18H28O,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_261.22113_19.454_RPPOS,Potential ID (Low Confidence),6-[1]-ladderane hexanol,C18H28O,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_261.22114_16.963_RPPOS,Potential ID (Low Confidence),6-[1]-ladderane hexanol,C18H28O,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_261.22114_18.693_RPPOS,Potential ID (Low Confidence),6-[1]-ladderane hexanol,C18H28O,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,
FT_242.24764_20.666_RPPOS,Potential ID (Low Confidence),6-Acetamidotridecane,C15H31NO,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,
FT_242.24766_20.791_RPPOS,Potential ID (Low Confidence),6-Acetamidotridecane,C15H31NO,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,
FT_323.22299_1.266_HNEG,Potential ID (Low Confidence),6-Decylubiquinol,C19 H32 O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_127.07522_8.41_RPPOS,Potential ID (Low Confidence),6-heptynoic acid,C7H10O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_385.2962_1.279_HNEG,Potential ID (Low Confidence),"6-Hydroxy-1,2-hexanediyl dioctanoate",C22 H42 O5,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
FT_293.21095_18.019_RPPOS,Potential ID (Low Confidence),"6-Hydroxyoctadeca-7,9-diynoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_293.21097_17.871_RPPOS,Potential ID (Low Confidence),"6-Hydroxyoctadeca-7,9-diynoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_245.17455_17.502_RPPOS,Potential ID (Low Confidence),6-methyl-dodecanedioic acid,C13H24O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_245.17456_16.115_RPPOS,Potential ID (Low Confidence),6-methyl-dodecanedioic acid,C13H24O4,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_129.05576_2.403_HNEG,Potential ID (Low Confidence),6-Oxohexanoic acid,C6 H10 O3,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_283.20541_20.073_RPPOS,Potential ID (Low Confidence),6-s-cis-locked retinal,C20H26O,Lipids and lipid-like molecules,,,
FT_195.1742_16.761_RPPOS,Potential ID (Low Confidence),"6,10-Dimethyl-5(E),9-undecadien-2-one",C13H22O,Lipids and lipid-like molecules,Prenol lipids,,
FT_195.17421_14.108_RPPOS,Potential ID (Low Confidence),"6,10-Dimethyl-5(E),9-undecadien-2-one",C13H22O,Lipids and lipid-like molecules,Prenol lipids,,
FT_505.35209_18.449_RPPOS,Potential ID (Low Confidence),6beta-Hydroxyasiatic acid,C30H48O6,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_505.35217_17.715_RPPOS,Potential ID (Low Confidence),6beta-Hydroxyasiatic acid,C30H48O6,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_505.35219_17.34_RPPOS,Potential ID (Low Confidence),6beta-Hydroxyasiatic acid,C30H48O6,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,
FT_305.1745_18.98_RPPOS,Potential ID (Low Confidence),"7-butyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",C18H24O4,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,
FT_305.17453_19.41_RPPOS,Potential ID (Low Confidence),"7-butyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",C18H24O4,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,
FT_175.13277_14.129_RPPOS,Potential ID (Low Confidence),7-hydroxy pelargonic acid,C9H18O3,Lipids and lipid-like molecules,Fatty Acyls,,
FT_207.13782_11.071_RPPOS,Potential ID (Low Confidence),"8-hydroxy-3E,5E,10E,12-tridecatetraen-2-one",C13H18O2,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,
FT_327.25285_18.75_RPPOS,Potential ID (Low Confidence),"8-methoxy-13-hydroxy-9,11-octadecadienoic acid",C19H34O4,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_295.22656_19.853_RPPOS,Not in Internal DB. MS/MS match only,9-Oxo-ODE,C18H30O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_295.22657_19.776_RPPOS,Not in Internal DB. MS/MS match only,9-Oxo-ODE,C18H30O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_295.22659_19.917_RPPOS,Not in Internal DB. MS/MS match only,9-Oxo-ODE,C18H30O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_329.23358_1.263_HNEG,Potential ID (Low Confidence),"9,10-Dihydroxy-11-(3-pentyl-2-oxiranyl)undecanoic acid",C18 H34 O5,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_333.26343_16.962_RPPOS,Potential ID (Low Confidence),"9,10,13-trihydroxy-Octadecanoic acid",C18H36O5,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_253.21603_17.341_RPPOS,Potential ID (Low Confidence),"9,12-hexadecadienoic acid",C16H28O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_253.21604_17.286_RPPOS,Potential ID (Low Confidence),"9,12-hexadecadienoic acid",C16H28O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_265.2524_20.521_RPPOS,Potential ID (Low Confidence),"9,12,15-Octadecatrien-1-ol",C18H32O,Lipids and lipid-like molecules,Fatty Acyls,,
FT_265.25241_20.453_RPPOS,Potential ID (Low Confidence),"9,12,15-Octadecatrien-1-ol",C18H32O,Lipids and lipid-like molecules,Fatty Acyls,,
FT_263.23674_19.439_RPPOS,Potential ID (Low Confidence),"9,12,15-octadecatrienal",C18H30O,Lipids and lipid-like molecules,Prenol lipids,,
FT_263.23674_20.919_RPPOS,Potential ID (Low Confidence),"9,12,15-octadecatrienal",C18H30O,Lipids and lipid-like molecules,Prenol lipids,,
FT_263.23675_19.325_RPPOS,Potential ID (Low Confidence),"9,12,15-octadecatrienal",C18H30O,Lipids and lipid-like molecules,Prenol lipids,,
FT_263.23675_19.526_RPPOS,Potential ID (Low Confidence),"9,12,15-octadecatrienal",C18H30O,Lipids and lipid-like molecules,Prenol lipids,,
FT_263.23676_20.993_RPPOS,Potential ID (Low Confidence),"9,12,15-octadecatrienal",C18H30O,Lipids and lipid-like molecules,Prenol lipids,,
FT_309.20729_1.206_HNEG,Potential ID (Low Confidence),9(S)-HpOTrE,C18 H30 O4,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_293.24731_20.533_RPPOS,Not in Internal DB. MS/MS match only,"9(Z),11(E),13(E)-Octadecatrienoic Acid methyl ester",C19H32O2,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.22154_16.934_RPPOS,Potential ID (Low Confidence),9H-12(13)-EpODE,C18H30O4,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.25788_20.967_RPPOS,Potential ID (Low Confidence),"9R-hydroxy-10E,12E-octadecadienoic acid, methyl ester",C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.25789_20.067_RPPOS,Potential ID (Low Confidence),"9R-hydroxy-10E,12E-octadecadienoic acid, methyl ester",C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.25791_18.691_RPPOS,Potential ID (Low Confidence),"9R-hydroxy-10E,12E-octadecadienoic acid, methyl ester",C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.25792_16.745_RPPOS,Potential ID (Low Confidence),"9R-hydroxy-10E,12E-octadecadienoic acid, methyl ester",C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_311.25793_16.632_RPPOS,Potential ID (Low Confidence),"9R-hydroxy-10E,12E-octadecadienoic acid, methyl ester",C19H34O3,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,
FT_293.2109_18.865_RPPOS,Not in Internal DB. MS/MS match only,"9S,13R-12-Oxophytodienoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
FT_293.21094_18.643_RPPOS,Not in Internal DB. MS/MS match only,"9S,13R-12-Oxophytodienoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
FT_293.21095_18.589_RPPOS,Not in Internal DB. MS/MS match only,"9S,13R-12-Oxophytodienoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
FT_293.21097_16.958_RPPOS,Not in Internal DB. MS/MS match only,"9S,13R-12-Oxophytodienoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
FT_254.24765_18.824_RPPOS,Not in Internal DB. MS/MS match only,"9S,13R-12-Oxophytodienoic acid",C18H28O3,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,
